Drug A,Drug B,Cell Line Name,Score
Megestrol acetate,Gefitinib,A549/ATCC,1.5555555555555556
Thalidomide,Paclitaxel,OVCAR-8,-2.4444444444444446
Romidepsin,Docetaxel,SW-620,0.3333333333333333
Vorinostat,Docetaxel,SK-MEL-5,-4.888888888888889
Paclitaxel,Celecoxib,OVCAR-8,20.22222222222221
Vorinostat,Romidepsin,BT-549,-0.6666666666666666
Fulvestrant,Vorinostat,CAKI-1,-4.333333333333333
Decitabine,Mitotane,SW-620,-1.1111111111111112
Fulvestrant,Everolimus,CAKI-1,-15.111111111111107
Fulvestrant,Everolimus,MDA-MB-468,28.44444444444445
Fulvestrant,Tretinoin,A498,-1.6666666666666667
Azacitidine,Romidepsin,SK-MEL-5,-3.333333333333333
Everolimus,Cladribine,K-562,-7.444444444444445
Nilotinib,Mitotane,A498,-2.2222222222222223
Nilotinib,Cladribine,SK-OV-3,-1.0
Dasatinib,Romidepsin,SK-MEL-28,-10.333333333333334
Paclitaxel,Cladribine,MDA-MB-231/ATCC,8.333333333333334
Zoledronic acid,Nilotinib,MDA-MB-231/ATCC,-3.333333333333333
Paclitaxel,Nilotinib,HS 578T,29.0
Romidepsin,Nilotinib,T-47D,-18.88888888888889
Megestrol acetate,Gefitinib,SK-MEL-2,-9.444444444444443
Everolimus,Sirolimus,MCF7,2.0
Sirolimus,Tretinoin,SF-268,1.7777777777777777
Dasatinib,Vorinostat,UACC-257,-1.3333333333333333
Azacitidine,Paclitaxel,UACC-62,2.5555555555555562
Fulvestrant,Nilotinib,ACHN,-8.666666666666666
Nilotinib,Cladribine,SF-268,-2.888888888888889
Sirolimus,Cladribine,LOX IMVI,-6.666666666666668
Everolimus,Celecoxib,HS 578T,-2.333333333333333
Dasatinib,Nilotinib,SW-620,-1.0
Mitotane,Tretinoin,PC-3,1.8888888888888888
Dasatinib,Sirolimus,MDA-MB-231/ATCC,-11.888888888888893
Docetaxel,Nilotinib,SF-268,-12.777777777777779
Mitotane,Paclitaxel,MDA-MB-468,-7.666666666666668
Docetaxel,Paclitaxel,IGROV1,-2.888888888888889
Mitotane,Cladribine,DU-145,-3.0
Mitotane,Paclitaxel,HOP-92,0.6666666666666666
Thalidomide,Tretinoin,KM12,-4.888888888888889
Fulvestrant,Everolimus,T-47D,18.444444444444443
Fulvestrant,Tretinoin,HOP-92,-4.777777777777779
Mitotane,Cladribine,NCI-H460,-7.333333333333332
Everolimus,Vorinostat,T-47D,-3.2222222222222223
Dasatinib,Celecoxib,HS 578T,8.888888888888891
Azacitidine,Romidepsin,A498,0.4444444444444444
Azacitidine,Fulvestrant,NCI-H460,-0.3333333333333333
Cladribine,Celecoxib,LOX IMVI,-1.2222222222222223
Sirolimus,Celecoxib,MCF7,5.777777777777778
Zoledronic acid,Cladribine,BT-549,-4.666666666666667
Nilotinib,Mitotane,SNB-75,-8.0
Mitotane,Paclitaxel,SK-MEL-5,-6.5555555555555545
Zoledronic acid,Nilotinib,UACC-257,-3.111111111111111
Megestrol acetate,Lenalidomide,HCT-15,-3.4444444444444446
Everolimus,Azacitidine,SNB-75,-4.333333333333333
Dasatinib,Cladribine,SF-268,-3.0
Azacitidine,Tretinoin,HS 578T,7.0
Mitotane,Dasatinib,OVCAR-4,-4.4444444444444455
Docetaxel,Cladribine,IGROV1,0.2222222222222222
Vorinostat,Paclitaxel,UACC-62,-11.444444444444445
Romidepsin,Paclitaxel,HCT-116,0.6666666666666666
Zoledronic acid,Sirolimus,NCI-H23,0.8888888888888888
Fulvestrant,Sirolimus,SK-OV-3,-7.222222222222222
Mitotane,Docetaxel,SNB-75,-1.6666666666666667
Zoledronic acid,Cladribine,T-47D,-1.8888888888888888
Sirolimus,Mitotane,UACC-257,-5.666666666666668
Everolimus,Sirolimus,DU-145,2.333333333333333
Zoledronic acid,Azacitidine,MCF7,-6.777777777777778
Romidepsin,Tretinoin,SK-MEL-28,-5.111111111111111
Azacitidine,Romidepsin,HCT-116,1.8888888888888888
Zoledronic acid,Tretinoin,MDA-MB-468,1.5555555555555556
Fulvestrant,Azacitidine,SK-MEL-5,-1.1111111111111112
Decitabine,Azacitidine,MDA-MB-468,5.111111111111111
Everolimus,Romidepsin,A549/ATCC,0.3333333333333333
Mitotane,Tretinoin,ACHN,4.777777777777779
Azacitidine,Paclitaxel,SK-MEL-28,-3.888888888888889
Dasatinib,Nilotinib,RPMI-8226,-7.444444444444445
Mitotane,Tretinoin,SF-268,0.1111111111111111
Mitotane,Tretinoin,SNB-75,-4.4444444444444455
Azacitidine,Paclitaxel,SF-539,-29.777777777777786
Decitabine,Sirolimus,SF-295,-1.8888888888888888
Mitotane,Dasatinib,MDA-MB-231/ATCC,-0.2222222222222222
Mitotane,Celecoxib,NCI-H460,-6.1111111111111125
Sirolimus,Celecoxib,BT-549,-11.0
Everolimus,Vorinostat,K-562,-4.888888888888889
Romidepsin,Cladribine,UACC-257,-1.7777777777777777
Nilotinib,Mitotane,PC-3,-3.888888888888889
Vorinostat,Docetaxel,KM12,1.0
Paclitaxel,Tretinoin,MDA-MB-468,32.55555555555556
Decitabine,Tretinoin,U251,-2.5555555555555562
Everolimus,Dasatinib,BT-549,-3.2222222222222223
Zoledronic acid,Nilotinib,DU-145,-4.4444444444444455
Everolimus,Nilotinib,SF-268,-8.333333333333334
Zoledronic acid,Celecoxib,HCT-116,-9.0
Zoledronic acid,Paclitaxel,A549/ATCC,4.0
Paclitaxel,Celecoxib,MDA-MB-231/ATCC,23.222222222222207
Decitabine,Mitotane,SK-MEL-5,-2.6666666666666665
Docetaxel,Celecoxib,IGROV1,8.444444444444445
Dasatinib,Docetaxel,BT-549,-1.3333333333333333
Docetaxel,Celecoxib,SK-MEL-5,4.4444444444444455
Romidepsin,Tretinoin,PC-3,3.333333333333333
Vorinostat,Paclitaxel,OVCAR-3,0.8888888888888888
Thalidomide,Sirolimus,MCF7,0.1111111111111111
Zoledronic acid,Celecoxib,SF-539,-7.666666666666668
Romidepsin,Celecoxib,BT-549,3.333333333333333
Zoledronic acid,Everolimus,HCT-116,-14.555555555555555
Fulvestrant,Sirolimus,NCI-H23,-5.111111111111111
Thalidomide,Docetaxel,RPMI-8226,-11.666666666666664
Zoledronic acid,Paclitaxel,DU-145,5.777777777777778
Romidepsin,Docetaxel,UACC-257,2.6666666666666665
Fulvestrant,Nilotinib,SK-MEL-5,-3.888888888888889
Azacitidine,Fulvestrant,NCI-H522,-12.333333333333336
Dasatinib,Vorinostat,OVCAR-4,-9.444444444444443
Docetaxel,Sirolimus,HCT-116,1.5555555555555556
Zoledronic acid,Cladribine,UACC-62,-11.666666666666664
Mitotane,Celecoxib,ACHN,-3.111111111111111
Nilotinib,Celecoxib,HCT-116,-4.777777777777779
Zoledronic acid,Everolimus,LOX IMVI,-2.1111111111111107
Fulvestrant,Azacitidine,CAKI-1,-3.4444444444444446
Thalidomide,Tretinoin,UACC-257,-0.6666666666666666
Decitabine,Tretinoin,RPMI-8226,4.0
Zoledronic acid,Vorinostat,MDA-MB-468,-3.4444444444444446
Fulvestrant,Cladribine,SF-539,-7.333333333333332
Docetaxel,Nilotinib,OVCAR-8,10.0
Mitotane,Sirolimus,HS 578T,-4.5555555555555545
Cladribine,Celecoxib,HS 578T,-1.7777777777777777
Everolimus,Celecoxib,A498,-1.5555555555555556
Mitotane,Tretinoin,SK-OV-3,3.5555555555555562
Everolimus,Vorinostat,SW-620,0.6666666666666666
Azacitidine,Celecoxib,MDA-MB-468,-0.2222222222222222
Romidepsin,Sirolimus,SNB-75,-0.2222222222222222
Mitotane,Docetaxel,SF-539,19.555555555555557
Mitotane,Dasatinib,RPMI-8226,-19.88888888888889
Decitabine,Tretinoin,OVCAR-4,-3.0
Thalidomide,Azacitidine,HOP-92,-3.0
Vorinostat,Romidepsin,NCI-H522,2.4444444444444446
Zoledronic acid,Sirolimus,DU-145,-8.888888888888891
Everolimus,Tretinoin,UACC-257,-6.777777777777778
Sirolimus,Mitotane,MDA-MB-231/ATCC,-0.7777777777777778
Decitabine,Mitotane,CAKI-1,1.3333333333333333
Docetaxel,Paclitaxel,DU-145,9.777777777777779
Everolimus,Dasatinib,HS 578T,0.1111111111111111
Fulvestrant,Tretinoin,BT-549,1.6666666666666667
Sirolimus,Mitotane,NCI-H460,1.7777777777777777
Zoledronic acid,Azacitidine,UACC-257,1.0
Vorinostat,Romidepsin,UACC-257,-2.5555555555555562
Zoledronic acid,Sirolimus,SNB-75,-0.5555555555555556
Thalidomide,Tretinoin,HCT-15,-6.8888888888888875
Vorinostat,Paclitaxel,A498,-4.777777777777779
Everolimus,Azacitidine,IGROV1,-9.0
Zoledronic acid,Celecoxib,IGROV1,-2.333333333333333
Dasatinib,Azacitidine,MDA-MB-468,-2.6666666666666665
Decitabine,Cladribine,NCI-H23,10.222222222222221
Zoledronic acid,Azacitidine,NCI-H522,-0.7777777777777778
Zoledronic acid,Cladribine,IGROV1,1.1111111111111112
Mitotane,Cladribine,SW-620,-1.1111111111111112
Mitotane,Everolimus,T-47D,-7.8888888888888875
Fulvestrant,Tretinoin,OVCAR-3,1.7777777777777777
Docetaxel,Paclitaxel,SNB-75,-0.7777777777777778
Fulvestrant,Azacitidine,SK-OV-3,-3.4444444444444446
Everolimus,Celecoxib,PC-3,4.888888888888889
Mitotane,Dasatinib,NCI-H460,-1.1111111111111112
Sirolimus,Tretinoin,HCT-116,-1.2222222222222223
Fulvestrant,Everolimus,LOX IMVI,15.888888888888893
Zoledronic acid,Docetaxel,A498,6.777777777777778
Paclitaxel,Sirolimus,UACC-62,-11.0
Tretinoin,Cladribine,SK-OV-3,-2.333333333333333
Paclitaxel,Sirolimus,K-562,1.0
Azacitidine,Docetaxel,RPMI-8226,1.5555555555555556
Megestrol acetate,Lenalidomide,KM12,-19.88888888888889
Fulvestrant,Dasatinib,NCI-H460,-3.333333333333333
Mitotane,Cladribine,SF-268,1.3333333333333333
Everolimus,Tretinoin,U251,-13.0
Azacitidine,Sirolimus,SF-539,4.5555555555555545
Everolimus,Cladribine,SW-620,-2.7777777777777777
Vorinostat,Tretinoin,A549/ATCC,-2.0
Thalidomide,Sirolimus,UACC-62,4.111111111111111
Romidepsin,Celecoxib,OVCAR-4,-4.111111111111111
Romidepsin,Sirolimus,OVCAR-4,-0.5555555555555556
Nilotinib,Mitotane,T-47D,2.5555555555555562
Paclitaxel,Tretinoin,IGROV1,13.555555555555555
Zoledronic acid,Vorinostat,U251,2.4444444444444446
Azacitidine,Romidepsin,SW-620,1.3333333333333333
Mitotane,Everolimus,OVCAR-4,10.222222222222221
Fulvestrant,Azacitidine,BT-549,1.8888888888888888
Fulvestrant,Romidepsin,MCF7,2.5555555555555562
Everolimus,Paclitaxel,PC-3,3.2222222222222223
Everolimus,Nilotinib,UACC-62,-5.777777777777778
Azacitidine,Celecoxib,UACC-257,-6.4444444444444455
Decitabine,Cladribine,A498,-6.777777777777778
Mitotane,Cladribine,UACC-257,-15.666666666666664
Sirolimus,Celecoxib,A549/ATCC,3.0
Decitabine,Docetaxel,HCT-15,-6.1111111111111125
Azacitidine,Nilotinib,A498,-23.11111111111111
Zoledronic acid,Vorinostat,MDA-MB-231/ATCC,-0.3333333333333333
Thalidomide,Sirolimus,HS 578T,-2.888888888888889
Fulvestrant,Paclitaxel,OVCAR-3,-3.7777777777777777
Paclitaxel,Tretinoin,BT-549,38.111111111111114
Vorinostat,Paclitaxel,NCI-H460,-12.333333333333336
Azacitidine,Docetaxel,KM12,-2.1111111111111107
Fulvestrant,Everolimus,HS 578T,20.88888888888889
Zoledronic acid,Cladribine,SK-MEL-2,4.333333333333333
Zoledronic acid,Nilotinib,ACHN,-10.666666666666666
Paclitaxel,Nilotinib,UACC-62,20.777777777777786
Docetaxel,Nilotinib,SK-MEL-5,-5.666666666666668
Docetaxel,Fulvestrant,SF-268,-6.1111111111111125
Azacitidine,Romidepsin,KM12,1.3333333333333333
Gefitinib,Lenalidomide,SNB-75,-6.333333333333332
Everolimus,Dasatinib,A549/ATCC,0.6666666666666666
Sirolimus,Mitotane,HOP-92,-6.5555555555555545
Zoledronic acid,Romidepsin,MDA-MB-468,0.5555555555555556
Paclitaxel,Sirolimus,NCI-H522,0.6666666666666666
Docetaxel,Tretinoin,NCI-H460,18.777777777777786
Fulvestrant,Paclitaxel,UACC-257,-2.5555555555555562
Fulvestrant,Dasatinib,HOP-92,-4.2222222222222205
Docetaxel,Tretinoin,A498,6.777777777777778
Thalidomide,Azacitidine,MDA-MB-468,5.0
Decitabine,Mitotane,NCI-H522,-2.888888888888889
Azacitidine,Tretinoin,NCI-H522,2.333333333333333
Tretinoin,Celecoxib,RPMI-8226,-0.7777777777777778
Azacitidine,Romidepsin,MDA-MB-468,-3.333333333333333
Nilotinib,Cladribine,MDA-MB-231/ATCC,-4.111111111111111
Everolimus,Tretinoin,IGROV1,-7.222222222222222
Romidepsin,Celecoxib,MDA-MB-468,2.4444444444444446
Dasatinib,Tretinoin,MDA-MB-231/ATCC,3.888888888888889
Thalidomide,Paclitaxel,BT-549,-0.6666666666666666
Paclitaxel,Sirolimus,OVCAR-8,3.4444444444444446
Tretinoin,Celecoxib,KM12,4.111111111111111
Sirolimus,Celecoxib,OVCAR-3,4.4444444444444455
Mitotane,Paclitaxel,SF-539,0.8888888888888888
Docetaxel,Cladribine,UACC-257,-4.111111111111111
Megestrol acetate,Lenalidomide,UACC-62,-0.1111111111111111
Fulvestrant,Romidepsin,SW-620,7.222222222222222
Mitotane,Celecoxib,A549/ATCC,-3.6666666666666665
Tretinoin,Cladribine,UACC-257,-1.8888888888888888
Decitabine,Sirolimus,UACC-257,-8.444444444444445
Megestrol acetate,Lenalidomide,K-562,-4.888888888888889
Zoledronic acid,Celecoxib,MCF7,-11.222222222222221
Fulvestrant,Celecoxib,SK-MEL-28,-6.8888888888888875
Gefitinib,Lenalidomide,CAKI-1,-8.777777777777779
Mitotane,Everolimus,SF-539,6.8888888888888875
Dasatinib,Azacitidine,A549/ATCC,-5.111111111111111
Decitabine,Cladribine,HCT-15,1.6666666666666667
Decitabine,Mitotane,HS 578T,-2.0
Fulvestrant,Romidepsin,A498,11.333333333333336
Thalidomide,Azacitidine,SK-OV-3,-5.333333333333333
Vorinostat,Sirolimus,NCI-H460,-2.333333333333333
Docetaxel,Nilotinib,NCI-H460,8.777777777777779
Fulvestrant,Azacitidine,DU-145,2.333333333333333
Decitabine,Paclitaxel,OVCAR-4,-8.222222222222221
Gefitinib,Lenalidomide,A498,-5.8888888888888875
Mitotane,Azacitidine,SNB-75,1.1111111111111112
Fulvestrant,Azacitidine,T-47D,-0.3333333333333333
Azacitidine,Celecoxib,IGROV1,-2.4444444444444446
Mitotane,Sirolimus,A549/ATCC,-2.4444444444444446
Docetaxel,Paclitaxel,SK-MEL-28,0.3333333333333333
Fulvestrant,Tretinoin,A549/ATCC,7.333333333333332
Zoledronic acid,Docetaxel,IGROV1,4.888888888888889
Dasatinib,Azacitidine,DU-145,-3.5555555555555562
Vorinostat,Romidepsin,T-47D,-1.7777777777777777
Paclitaxel,Celecoxib,MDA-MB-468,27.88888888888889
Vorinostat,Sirolimus,T-47D,-8.0
Fulvestrant,Tretinoin,K-562,-1.3333333333333333
Decitabine,Tretinoin,HOP-92,-9.111111111111107
Zoledronic acid,Celecoxib,DU-145,-3.5555555555555562
Cladribine,Celecoxib,HOP-92,-9.888888888888893
Fulvestrant,Paclitaxel,SNB-75,-1.8888888888888888
Fulvestrant,Celecoxib,NCI-H460,-4.5555555555555545
Azacitidine,Celecoxib,OVCAR-8,8.666666666666666
Fulvestrant,Dasatinib,HS 578T,12.111111111111107
Dasatinib,Vorinostat,SF-268,-0.7777777777777778
Sirolimus,Nilotinib,ACHN,-5.333333333333333
Nilotinib,Mitotane,MCF7,-3.6666666666666665
Cladribine,Celecoxib,NCI-H23,1.1111111111111112
Dasatinib,Nilotinib,SK-MEL-28,-24.11111111111111
Decitabine,Sirolimus,UACC-62,4.2222222222222205
Zoledronic acid,Romidepsin,SF-539,-0.5555555555555556
Romidepsin,Tretinoin,K-562,0.4444444444444444
Paclitaxel,Nilotinib,SW-620,5.222222222222221
Fulvestrant,Paclitaxel,IGROV1,-1.8888888888888888
Fulvestrant,Vorinostat,PC-3,-4.4444444444444455
Everolimus,Cladribine,SNB-75,-2.6666666666666665
Paclitaxel,Celecoxib,SF-539,26.44444444444445
Docetaxel,Paclitaxel,UACC-62,-1.5555555555555556
Everolimus,Cladribine,RPMI-8226,-8.666666666666666
Dasatinib,Paclitaxel,MCF7,-9.333333333333334
Fulvestrant,Azacitidine,LOX IMVI,-12.333333333333336
Dasatinib,Tretinoin,LOX IMVI,-6.4444444444444455
Paclitaxel,Cladribine,HCT-116,-4.4444444444444455
Paclitaxel,Nilotinib,SF-268,-20.11111111111111
Fulvestrant,Tretinoin,T-47D,-2.1111111111111107
Mitotane,Dasatinib,OVCAR-8,0.2222222222222222
Fulvestrant,Everolimus,HCT-116,10.333333333333334
Nilotinib,Cladribine,LOX IMVI,-7.222222222222222
Dasatinib,Sirolimus,MCF7,1.6666666666666667
Vorinostat,Celecoxib,KM12,-0.2222222222222222
Dasatinib,Sirolimus,A549/ATCC,0.2222222222222222
Everolimus,Paclitaxel,HCT-116,2.7777777777777777
Paclitaxel,Cladribine,A549/ATCC,-4.888888888888889
Sirolimus,Nilotinib,SW-620,2.4444444444444446
Docetaxel,Fulvestrant,IGROV1,0.4444444444444444
Mitotane,Nilotinib,SK-MEL-28,-4.0
Mitotane,Nilotinib,LOX IMVI,-16.11111111111111
Mitotane,Celecoxib,T-47D,-8.11111111111111
Sirolimus,Mitotane,BT-549,0.4444444444444444
Vorinostat,Cladribine,BT-549,-9.444444444444443
Everolimus,Vorinostat,DU-145,-5.4444444444444455
Zoledronic acid,Azacitidine,SNB-75,1.7777777777777777
Everolimus,Docetaxel,K-562,3.0
Zoledronic acid,Sirolimus,T-47D,9.333333333333334
Zoledronic acid,Vorinostat,RPMI-8226,-12.333333333333336
Everolimus,Paclitaxel,UACC-257,2.7777777777777777
Thalidomide,Tretinoin,A498,-2.4444444444444446
Thalidomide,Tretinoin,K-562,-14.888888888888893
Thalidomide,Docetaxel,UACC-62,-2.333333333333333
Mitotane,Celecoxib,SK-OV-3,-3.0
Azacitidine,Celecoxib,PC-3,0.7777777777777778
Decitabine,Docetaxel,HOP-92,-11.666666666666664
Everolimus,Paclitaxel,SNB-75,5.333333333333333
Thalidomide,Sirolimus,CAKI-1,0.1111111111111111
Dasatinib,Cladribine,DU-145,-4.777777777777779
Sirolimus,Cladribine,SW-620,-2.4444444444444446
Everolimus,Tretinoin,HCT-116,-9.222222222222221
Decitabine,Paclitaxel,MCF7,-22.44444444444445
Everolimus,Dasatinib,SW-620,-1.6666666666666667
Tretinoin,Celecoxib,MCF7,-2.2222222222222223
Sirolimus,Celecoxib,SNB-75,6.333333333333332
Zoledronic acid,Paclitaxel,SK-OV-3,-4.111111111111111
Thalidomide,Azacitidine,NCI-H23,-3.111111111111111
Mitotane,Docetaxel,OVCAR-3,11.333333333333336
Fulvestrant,Azacitidine,HS 578T,4.111111111111111
Everolimus,Nilotinib,U251,-8.11111111111111
Dasatinib,Docetaxel,PC-3,1.4444444444444444
Zoledronic acid,Nilotinib,SF-268,-7.222222222222222
Zoledronic acid,Vorinostat,DU-145,0.4444444444444444
Cladribine,Celecoxib,SK-MEL-28,-5.111111111111111
Zoledronic acid,Sirolimus,BT-549,0.1111111111111111
Azacitidine,Nilotinib,SF-268,-15.333333333333336
Mitotane,Nilotinib,DU-145,0.2222222222222222
Zoledronic acid,Cladribine,DU-145,-1.1111111111111112
Paclitaxel,Tretinoin,HS 578T,38.111111111111114
Everolimus,Sirolimus,OVCAR-4,0.1111111111111111
Zoledronic acid,Docetaxel,SK-OV-3,-1.1111111111111112
Docetaxel,Sirolimus,NCI-H522,2.333333333333333
Decitabine,Mitotane,BT-549,-1.0
Fulvestrant,Paclitaxel,SR,-4.111111111111111
Vorinostat,Celecoxib,NCI-H460,-6.4444444444444455
Dasatinib,Cladribine,NCI-H460,-1.3333333333333333
Nilotinib,Tretinoin,K-562,-8.333333333333334
Dasatinib,Docetaxel,A549/ATCC,-1.6666666666666667
Everolimus,Nilotinib,A498,-2.333333333333333
Docetaxel,Nilotinib,UACC-62,-5.8888888888888875
Azacitidine,Sirolimus,SNB-75,0.3333333333333333
Vorinostat,Sirolimus,BT-549,-6.777777777777778
Vorinostat,Docetaxel,SF-539,-2.888888888888889
Mitotane,Azacitidine,HCT-15,7.1111111111111125
Vorinostat,Paclitaxel,HCT-116,-7.0
Vorinostat,Paclitaxel,PC-3,-8.777777777777779
Fulvestrant,Dasatinib,MDA-MB-231/ATCC,6.1111111111111125
Tretinoin,Celecoxib,NCI-H23,1.0
Docetaxel,Celecoxib,DU-145,13.666666666666664
Dasatinib,Docetaxel,NCI-H522,-0.2222222222222222
Thalidomide,Mitotane,HOP-92,-4.2222222222222205
Zoledronic acid,Paclitaxel,U251,-10.666666666666666
Sirolimus,Nilotinib,SK-OV-3,3.111111111111111
Mitotane,Docetaxel,HCT-15,-0.4444444444444444
Dasatinib,Tretinoin,RPMI-8226,-2.1111111111111107
Azacitidine,Celecoxib,NCI-H460,6.1111111111111125
Thalidomide,Docetaxel,CAKI-1,-11.444444444444445
Zoledronic acid,Docetaxel,SK-MEL-28,-9.888888888888893
Mitotane,Tretinoin,HCT-15,6.4444444444444455
Dasatinib,Vorinostat,A549/ATCC,-0.7777777777777778
Fulvestrant,Dasatinib,SF-295,4.4444444444444455
Vorinostat,Celecoxib,SF-268,-9.666666666666666
Thalidomide,Mitotane,LOX IMVI,-4.2222222222222205
Azacitidine,Sirolimus,SK-MEL-5,-1.5555555555555556
Romidepsin,Tretinoin,SW-620,-5.8888888888888875
Dasatinib,Celecoxib,SF-539,-1.4444444444444444
Nilotinib,Celecoxib,HS 578T,-5.777777777777778
Fulvestrant,Azacitidine,HCT-116,-9.888888888888893
Azacitidine,Tretinoin,HCT-116,-1.7777777777777777
Dasatinib,Tretinoin,IGROV1,6.666666666666668
Fulvestrant,Paclitaxel,RPMI-8226,-12.111111111111107
Fulvestrant,Paclitaxel,SF-539,-6.8888888888888875
Dasatinib,Nilotinib,OVCAR-4,-4.2222222222222205
Decitabine,Cladribine,U251,-4.5555555555555545
Dasatinib,Cladribine,SK-MEL-28,-9.555555555555557
Thalidomide,Paclitaxel,SW-620,-1.7777777777777777
Mitotane,Azacitidine,OVCAR-4,-2.2222222222222223
Paclitaxel,Tretinoin,OVCAR-8,24.88888888888889
Dasatinib,Romidepsin,MDA-MB-468,-1.3333333333333333
Gefitinib,Lenalidomide,ACHN,-6.1111111111111125
Tretinoin,Cladribine,MDA-MB-468,-2.888888888888889
Fulvestrant,Nilotinib,SF-539,1.2222222222222223
Vorinostat,Tretinoin,OVCAR-4,-2.333333333333333
Everolimus,Docetaxel,NCI-H522,4.0
Zoledronic acid,Romidepsin,ACHN,-4.777777777777779
Zoledronic acid,Azacitidine,U251,0.2222222222222222
Dasatinib,Celecoxib,PC-3,6.8888888888888875
Everolimus,Azacitidine,K-562,-2.5555555555555562
Mitotane,Cladribine,MDA-MB-231/ATCC,0.3333333333333333
Vorinostat,Celecoxib,MDA-MB-468,-4.111111111111111
Decitabine,Azacitidine,SW-620,-2.333333333333333
Azacitidine,Fulvestrant,LOX IMVI,-13.222222222222221
Vorinostat,Romidepsin,SW-620,-2.888888888888889
Zoledronic acid,Romidepsin,SNB-75,2.1111111111111107
Zoledronic acid,Docetaxel,U251,-7.777777777777778
Decitabine,Azacitidine,HCT-15,-3.333333333333333
Zoledronic acid,Azacitidine,OVCAR-4,3.111111111111111
Decitabine,Sirolimus,ACHN,2.7777777777777777
Megestrol acetate,Lenalidomide,HCT-116,-2.4444444444444446
Paclitaxel,Sirolimus,SW-620,1.7777777777777777
Everolimus,Sirolimus,HCT-15,1.8888888888888888
Mitotane,Everolimus,MDA-MB-231/ATCC,7.222222222222222
Sirolimus,Celecoxib,NCI-H522,1.6666666666666667
Everolimus,Tretinoin,SK-MEL-28,-8.222222222222221
Fulvestrant,Nilotinib,CAKI-1,-8.11111111111111
Decitabine,Cladribine,MCF7,-0.4444444444444444
Fulvestrant,Dasatinib,NCI-H23,-1.8888888888888888
Zoledronic acid,Dasatinib,NCI-H460,-0.3333333333333333
Decitabine,Paclitaxel,OVCAR-3,15.0
Decitabine,Sirolimus,OVCAR-8,-3.888888888888889
Romidepsin,Nilotinib,BT-549,-2.4444444444444446
Vorinostat,Docetaxel,A498,-2.6666666666666665
Thalidomide,Paclitaxel,U251,-4.333333333333333
Vorinostat,Tretinoin,DU-145,-4.777777777777779
Decitabine,Azacitidine,DU-145,-9.0
Dasatinib,Celecoxib,A498,1.7777777777777777
Zoledronic acid,Celecoxib,NCI-H23,-8.333333333333334
Vorinostat,Romidepsin,OVCAR-3,-2.0
Paclitaxel,Nilotinib,SF-539,22.777777777777786
Nilotinib,Cladribine,HS 578T,-4.888888888888889
Azacitidine,Nilotinib,SK-MEL-28,-20.666666666666668
Paclitaxel,Tretinoin,DU-145,40.55555555555557
Paclitaxel,Nilotinib,LOX IMVI,3.333333333333333
Everolimus,Paclitaxel,SW-620,10.111111111111107
Megestrol acetate,Gefitinib,MDA-MB-468,5.333333333333333
Romidepsin,Sirolimus,A549/ATCC,3.5555555555555562
Zoledronic acid,Sirolimus,RPMI-8226,-10.666666666666666
Everolimus,Vorinostat,U251,0.3333333333333333
Decitabine,Paclitaxel,ACHN,-0.6666666666666666
Decitabine,Azacitidine,SF-268,1.2222222222222223
Sirolimus,Cladribine,DU-145,-12.777777777777779
Sirolimus,Celecoxib,NCI-H23,-3.333333333333333
Docetaxel,Tretinoin,HS 578T,20.666666666666668
Fulvestrant,Sirolimus,IGROV1,-1.2222222222222223
Romidepsin,Nilotinib,HCT-116,-4.4444444444444455
Vorinostat,Romidepsin,OVCAR-8,3.6666666666666665
Vorinostat,Cladribine,UACC-62,-11.111111111111107
Dasatinib,Paclitaxel,HCT-15,-2.888888888888889
Zoledronic acid,Dasatinib,HS 578T,3.111111111111111
Dasatinib,Nilotinib,A549/ATCC,-3.0
Mitotane,Docetaxel,SW-620,5.4444444444444455
Everolimus,Vorinostat,MDA-MB-231/ATCC,-0.7777777777777778
Mitotane,Paclitaxel,HS 578T,-3.888888888888889
Paclitaxel,Sirolimus,KM12,11.888888888888893
Nilotinib,Mitotane,HCT-116,-5.8888888888888875
Decitabine,Cladribine,ACHN,2.333333333333333
Dasatinib,Sirolimus,NCI-H460,-0.5555555555555556
Fulvestrant,Sirolimus,A549/ATCC,-0.5555555555555556
Everolimus,Dasatinib,SF-539,-0.1111111111111111
Tretinoin,Cladribine,K-562,-2.5555555555555562
Dasatinib,Sirolimus,K-562,11.888888888888893
Paclitaxel,Nilotinib,SK-MEL-5,8.333333333333334
Megestrol acetate,Gefitinib,SF-268,-5.8888888888888875
Docetaxel,Sirolimus,OVCAR-3,7.666666666666668
Fulvestrant,Paclitaxel,HS 578T,-0.1111111111111111
Thalidomide,Azacitidine,A498,5.8888888888888875
Gefitinib,Lenalidomide,HCT-116,0.0
Mitotane,Nilotinib,HCT-15,-1.7777777777777777
Thalidomide,Paclitaxel,NCI-H23,2.888888888888889
Mitotane,Nilotinib,IGROV1,0.0
Nilotinib,Cladribine,NCI-H522,-2.333333333333333
Everolimus,Dasatinib,KM12,-2.0
Dasatinib,Tretinoin,OVCAR-4,0.1111111111111111
Dasatinib,Nilotinib,IGROV1,-2.4444444444444446
Thalidomide,Mitotane,DU-145,-7.333333333333332
Everolimus,Vorinostat,HS 578T,-10.555555555555557
Everolimus,Sirolimus,A498,2.0
Zoledronic acid,Azacitidine,LOX IMVI,-6.333333333333332
