drugbank,drugbank_cid
"5-FLUORO-1-[4-(4-PHENYL-3,6-DIHYDROPYRIDIN-1(2H)-YL)BUTYL]QUINAZOLINE-2,4(1H,3H)-DIONE",cid448890
5-Fluorouridine,cid9427
5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-CARBONITRILE,cid656952
5-HYDROXY-3-[(1R)-1-(1H-PYRROL-2-YL)ETHYL]-2H-INDOL-2-ONE,cid46937045
5-Mercapto-2-Nitro-Benzoic Acid,cid123648
"5-Methoxy-1,2-Dimethyl-3-(4-Nitrophenoxymethyl)Indole-4,7-Dione",cid4470790
"5-Methoxy-1,2-Dimethyl-3-(Phenoxymethyl)Indole-4,7-Dione",cid4469805
5-N-Allyl-Arginine,cid5287706
5-Nitroindazole,cid21501
5-Thio-a/B-D-Mannopyranosylamine,cid448267
5-[(2-AMINOETHYL)AMINO]-6-FLUORO-3-(1H-PYRROL-2-YL)BENZO[CD]INDOL-2(1H)-ONE,cid447766
5-[(2-methyl-5-{[3-(trifluoromethyl)phenyl]carbamoyl}phenyl)amino]pyridine-3-carboxamide,cid24875320
"5-[(4-AMINOCYCLOHEXYL)AMINO]-7-(PROPAN-2-YLAMINO)PYRAZOLO[1,5-A]PYRIMIDINE-3-CARBONITRILE",cid24971313
"5-[1-(3,4-Dimethoxy-Benzoyl)-1,2,3,4-Tetrahydro-Quinolin-6-Yl]-6-Methyl-3,6-Dihydro-[1,3,4]Thiadiazin-2-One",cid446286
"5-[1-(4-methoxyphenyl)-1H-benzimidazol-6-yl]-1,3,4-oxadiazole-2(3H)-thione",cid25181321
"5-[3-(2-METHOXYPHENYL)-1H-PYRROLO[2,3-B]PYRIDIN-5-YL]-N,N-DIMETHYLPYRIDINE-3-CARBOXAMIDE",cid16750094
5-[3-(BENZYLAMINO)PHENYL]-4-BROMO-3-(CARBOXYMETHOXY)THIOPHENE-2-CARBOXYLIC ACID,cid17758920
5-[4-(1-Carboxymethyl-2-Oxo-Propylcarbamoyl)-Benzylsulfamoyl]-2-Hydroxy-Benzoic Acid,cid5287429
"5-[5,6-BIS(METHYLOXY)-1H-BENZIMIDAZOL-1-YL]-3-{[1-(2-CHLOROPHENYL)ETHYL]OXY}-2-THIOPHENECARBOXAMIDE",cid11957417
"5-benzyl-1,3-thiazol-2-amine",cid691952
"5-chloro-7-[(1-methylethyl)amino]pyrazolo[1,5-a]pyrimidine-3-carbonitrile",cid24971312
5-chloro-N-[(3R)-1-(2-{[2-fluoro-4-(2-oxopyridin-1(2H)-yl)phenyl]amino}-2-oxoethyl)pyrrolidin-3-yl]thiophene-2-carboxamide,cid42628060
"5-chloro-N-{4-[(1R)-1,2-dihydroxyethyl]phenyl}-1H-indole-2-carboxamide",cid24883477
5-fluoro-beta-L-gulosyl fluoride,cid46936552
5-hydroxynaphthalene-1-sulfonamide,cid87031
5-iodotubercidin,cid97297
"5-methoxy-N,N-dimethyltryptamine",cid1832
5-phenyl-1H-indazol-3-amine,cid11492186
"5-{3-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-2-METHYL-PHENOXY}-PENTANOIC ACID",cid5326887
"5-{4-[(3,5-DIFLUOROBENZYL)AMINO]PHENYL}-6-ETHYLPYRIMIDINE-2,4-DIAMINE",cid6914633
5-{[(2-Amino-9h-Purin-6-Yl)Oxy]Methyl}-2-Pyrrolidinone,cid445966
6((S)-3-Benzylpiperazin-1-Yl)-3-(Naphthalen-2-Yl)-4-(Pyridin-4-Yl)Pyrazine,cid4369379
"6,7-DIMETHOXY-4-[(3R)-3-(2-NAPHTHYLOXY)PYRROLIDIN-1-YL]QUINAZOLINE",cid15991588
"6,7-DIMETHOXY-4-[(3R)-3-(QUINOXALIN-2-YLOXY)PYRROLIDIN-1-YL]QUINAZOLINE",cid11955614
"6-(2,6-DICHLOROPHENYL)-2-{[3-(HYDROXYMETHYL)PHENYL]AMINO}-8-METHYLPYRIDO[2,3-D]PYRIMIDIN-7(8H)-ONE",cid447700
"6-(2-fluorobenzyl)-2,4-dimethyl-4,6-dihydro-5H-thieno[2',3':4,5]pyrrolo[2,3-d]pyridazin-5-one",cid654376
"6-(2-fluorophenyl)-N-(pyridin-3-ylmethyl)imidazo[1,2-a]pyrazin-8-amine",cid46937158
"6-(3,4-DIHYDROXYBENZYL)-3-ETHYL-1-(2,4,6-TRICHLOROPHENYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4(5H)-ONE",cid135402970
6-(3-AMINOPHENYL)-N-(TERT-BUTYL)-2-(TRIFLUOROMETHYL)QUINAZOLIN-4-AMINE,cid5288016
"6-(3-AMINOPROPYL)-4,9-DIMETHYLPYRROLO[3,4-C]CARBAZOLE-1,3(2H,6H)-DIONE",cid6540255
"6-(3-BROMO-2-NAPHTHYL)-1,3,5-TRIAZINE-2,4-DIAMINE",cid13373715
6-(4-Difluoromethoxy-3-Methoxy-Phenyl)-2h-Pyridazin-3-One,cid5723
"6-(5-BROMO-2-HYDROXYPHENYL)-2-OXO-4-PHENYL-1,2-DIHYDROPYRIDINE-3-CARBONITRILE",cid1235170
6-(CYCLOHEXYLMETHOXY)-8-ISOPROPYL-9H-PURIN-2-AMINE,cid9547890
6-(DIFLUORO-PHOSPHONO-METHYL)-NAPHTHALENE-2-CARBOXYLIC ACID,cid1854
6-(N-Phenylcarbamyl)-2-Naphthalenecarboxamidine,cid447732
6-(Oxalyl-Amino)-1h-Indole-5-Carboxylic Acid,cid444763
"6-({5-fluoro-2-[(3,4,5-trimethoxyphenyl)amino]pyrimidin-4-yl}amino)-2,2-dimethyl-2H-pyrido[3,2-b][1,4]oxazin-3(4H)-one",cid11213558
"6-AMINO-BENZO[DE]ISOQUINOLINE-1,3-DIONE",cid1720
"6-BROMO-13-THIA-2,4,8,12,19-PENTAAZATRICYCLO[12.3.1.1~3,7~]NONADECA-1(18),3(19),4,6,14,16-HEXAENE 13,13-DIOXIDE",cid9952008
6-CHLORO-3-(3-METHYLISOXAZOL-5-YL)-4-PHENYLQUINOLIN-2(1H)-ONE,cid135457822
"6-CHLORO-9-HYDROXY-1,3-DIMETHYL-1,9-DIHYDRO-4H-PYRAZOLO[3,4-B]QUINOLIN-4-ONE",cid6540289
6-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-(4-MORPHOLINYL)-2-OXO ETHYL]-2-OXO-3-PYRROLIDINYL}-2-NAPHTHALENESULFONAMIDE,cid6852168
6-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}-1-BENZOTHIOPHENE-2-SULFONAMIDE,cid9549258
6-CYCLOHEXYLMETHOXY-2-(3'-CHLOROANILINO) PURINE,cid4565
6-CYCLOHEXYLMETHYLOXY-2-(4'-HYDROXYANILINO)PURINE,cid447649
"6-CYCLOHEXYLMETHYLOXY-5-NITROSO-PYRIMIDINE-2,4-DIAMINE",cid398148
6-Chloro-2-(2-Hydroxy-Biphenyl-3-Yl)-1h-Indole-5-Carboxamidine,cid445843
6-FLUORO-2-[2-HYDROXY-3-(2-METHYL-CYCLOHEXYLOXY)-PHENYL]-1H-INDOLE-5-CARBOXAMIDINE,cid445849
6-MORPHOLIN-4-YL-9H-PURINE,cid76098
6-Nitroindazole,cid24239
6-O-Cyclohexylmethyl Guanine,cid4564
"6-PHENYL[5H]PYRROLO[2,3-B]PYRAZINE",cid448912
6-[(Z)-AMINO(IMINO)METHYL]-N-[3-(CYCLOPENTYLOXY)PHENYL]-2-NAPHTHAMIDE,cid447734
6-[(Z)-Amino(Imino)Methyl]-N-[4-(Aminomethyl)Phenyl]-4-(Pyrimidin-2-Ylamino)-2-Naphthamide,cid448605
"6-[1-(3,5,5,8,8-Pentamethyl-5,6,7,8-Tetrahydronaphthalen-2-Yl)Cyclopropyl]Pyridine-3-Carboxylic Acid",cid3922
"6-[4-(2-fluorophenyl)-1,3-oxazol-5-yl]-N-(1-methylethyl)-1,3-benzothiazol-2-amine",cid24755476
"6-[4-(2-piperidin-1-ylethoxy)phenyl]-3-pyridin-4-ylpyrazolo[1,5-a]pyrimidine",cid11524144
"6-[N-(1-Isopropyl-1,2,3,4-Tetrahydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",cid447736
"6-[N-(1-Isopropyl-3,4-Dihydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",cid447735
6-[N-(4-(Aminomethyl)Phenyl)Carbamyl]-2-Naphthalenecarboxamidine,cid447733
"6-[N-(4-Ethyl-1,2,3,4-Tetrahydro-6-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",cid447731
"6-chloro-N-pyrimidin-5-yl-3-{[3-(trifluoromethyl)phenyl]amino}-1,2-benzisoxazole-7-carboxamide",cid23658582
6-fluoro-2-(2-hydroxy-3-isobutoxy-phenyl)-1H-benzoimidazole-5-carboxamidine,cid445847
6-{4-[4-(4-CHLOROPHENYL)PIPERIDIN-4-YL]PHENYL}-9H-PURINE,cid16122633
"6-{[6-(1-methyl-1H-pyrazol-4-yl)[1,2,4]triazolo[4,3-b]pyridazin-3-yl]sulfanyl}quinoline",cid24779724
"6S-5,6,7,8-Tetrahydrobiopterin",cid135509079
"7-(1,1-Dioxo-1h-Benzo[D]Isothiazol-3-Yloxymethyl)-2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Pyran-3-Carboxylic Acid",cid446871
7-AMINO-4-METHYL-CHROMEN-2-ONE,cid92249
7-HYDROXY-4-METHYL-3-(2-HYDROXY-ETHYL)COUMARIN,cid5288573
7-Hydroxystaurosporine,cid72271
7-Methoxy-8-[1-(Methylsulfonyl)-1h-Pyrazol-4-Yl]Naphthalene-2-Carboximidamide,cid5289529
7-Methyl-Gpppa,cid135415790
7-Methyl-Guanosine-5'-Triphosphate,cid135419182
7-Nitroindazole,cid1893
7-Nitroindazole-2-Carboxamidine,cid1894
"7-PYRIDIN-2-YL-N-(3,4,5-TRIMETHOXYPHENYL)-7H-PYRROLO[2,3-D]PYRIMIDIN-2-AMINE",cid11957393
"7-{2,6-DICHLORO-4-[3-(2-CHLORO-BENZOYL)-UREIDO]-PHENOXY}-HEPTANOIC ACID",cid5326884
7n-Methyl-8-Hydroguanosine-5'-Diphosphate,cid135509116
"8,9,10-Trihydroxy-7-Hydroxymethyl-2-Thioxo-6-Oxa-1,3-Diaza-Spiro[4.5]Decan-4-One",cid4369162
"8,9,10-Trihydroxy-7-Hydroxymethyl-3-Methyl-6-Oxa-1,3-Diaza-Spiro[4.5]Decane-2,4-Dione",cid445720
"8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9-Pent-9h-Purin-6-Ylamine",cid5289232
"8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine",cid448973
"8-(2-CHLOROPHENYLAMINO)-2-(2,6-DIFLUOROPHENYLAMINO)-9-ETHYL-9H-PURINE-1,7-DIIUM",cid6852209
"8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-2-Fluoro-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine",cid448972
"8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine",cid448971
"8-(6-BROMO-BENZO[1,3]DIOXOL-5-YLSULFANYL)-9-(3-ISOPROPYLAMINO-PROPYL)-ADENINE",cid6914564
8-(Pyrimidin-2-Ylamino)Naphthalene-2-Carboximidamide,cid448610
"8-BENZO[1,3]DIOXOL-,5-YLMETHYL-9-BUTYL-9H-",cid448968
"8-Benzo[1,3]Dioxol-,5-Ylmethyl-9-Butyl-2-Fluoro-9h-Purin-6-Ylamine",cid448976
8-Bromo-Adenosine-5'-Monophosphate,cid168120
"8-bromo-4-(2-chlorophenyl)-N-(2-hydroxyethyl)-6-methyl-1,3-dioxo-1,2,3,6-tetrahydropyrrolo[3,4-e]indole-7-carboxamide",cid11691442
8-chlorotheophylline,cid10661
"8-ethyl-3,10,10-trimethyl-4,5,6,8,10,12-hexahydropyrazolo[4',3':6,7]cyclohepta[1,2-b]pyrrolo[2,3-f]indol-9(1H)-one",cid135564980
"9,10-Deepithio-9,10-Didehydroacanthifolicin",cid446512
"9-ACETYL-2,3,4,9-TETRAHYDRO-1H-CARBAZOL-1-ONE",cid853608
"9-Butyl-8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine",cid448974
"9-Butyl-8-(2,5-Dimethoxy-Benzyl)-9h-Purin-6-Ylamine",cid448969
"9-Butyl-8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9h-Purin-6-Ylamine",cid448970
"9-Butyl-8-(3,4,5-Trimethoxybenzyl)-9h-Purin-6-Amine",cid448965
9-Butyl-8-(3-Methoxybenzyl)-9h-Purin-6-Amine,cid5289228
9-Butyl-8-(4-Methoxybenzyl)-9h-Purin-6-Amine,cid5289227
"9-HYDROXY-4-PHENYL-6H-PYRROLO[3,4-C]CARBAZOLE-1,3-DIONE",cid4369491
"9-HYDROXY-6-(3-HYDROXYPROPYL)-4-(2-METHOXYPHENYL)PYRROLO[3,4-C]CARBAZOLE-1,3(2H,6H)-DIONE",cid10364585
"9-Hydroxy-8-Methoxy-6-Nitro-Phenanthrol[3,4-D][1,3]Dioxole-5-Carboxylic Acid",cid1941
"9-amino-5-(2-aminopyrimidin-4-yl)pyrido[3',2':4,5]pyrrolo[1,2-c]pyrimidin-4-ol",cid9817550
ABT-510,cid6918562
ABT-869,cid11485656
ACP-104,cid135409468
ADL5859,cid11417954
ADX-10061,cid164252
AGRO100,cid145994598
AMD-070,cid11256587
AP1903,cid16135625
APD791,cid11604525
AS-8112,cid10993014
AT7519,cid11338033
AT9283,cid135398495
ATP,cid5957
AV-412,cid11700696
AVE-1625,cid10278470
AZD 3355,cid56841869
AZD-7325,cid23581869
AZD-8330,cid16666708
Abaloparatide,cid145705876
Abemaciclib,cid46220502
Abexinostat,cid11749858
Abiraterone,cid132971
Acalabrutinib,cid71226662
Acamprosate,cid71158
Acebutolol,cid1978
Aceclofenac,cid71771
Acemetacin,cid1981
Acepromazine,cid6077
Aceprometazine,cid26035
Acetaminophen,cid1983
Acetazolamide,cid1986
Acetic Acid Salicyloyl-Amino-Ester,cid445302
Acetohexamide,cid1989
Acetophenazine,cid17676
Acetylcholine,cid187
Acetylcysteine,cid12035
Acetyldigitoxin,cid5284512
Acetylsalicylic acid,cid2244
Acitretin,cid5284513
Aclidinium,cid11434515
Acrivastine,cid5284514
Adapalene,cid60164
Adenine,cid190
Adenosine,cid60961
Adenosine monophosphate,cid6083
"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",cid46936826
Adenosine-5-Diphosphoribose,cid447048
Adinazolam,cid37632
Adipiplon,cid11198924
Afatinib,cid10184653
Afimoxifene,cid449459
Agmatine,cid199
Agomelatine,cid82148
Ajmaline,cid6100671
Albendazole,cid2082
Albiglutide,cid145994868
Alcaftadine,cid19371515
Alclofenac,cid30951
Aldosterone,cid5839
Alectinib,cid49806720
Aleglitazar,cid10274777
Alendronic acid,cid2088
Alfacalcidol,cid5282181
Alfuzosin,cid2092
Alimemazine,cid5574
Alisertib,cid24771867
Alitretinoin,cid449171
Alizapride,cid135413504
Allylestrenol,cid235905
Almitrine,cid33887
Almotriptan,cid123606
Alpha-Aminoisobutyric Acid,cid6119
Alpha-D-Glucopyranosyl-2-Carboxylic Acid Amide,cid445825
Alpha-Linolenic Acid,cid5280934
Alprazolam,cid2118
Alprenolol,cid2119
Alprostadil,cid5280723
Alsterpaullone,cid5005498
Altropane,cid6440180
Aluminium,cid5359268
Aluminium monostearate,cid16682987
Alverine,cid3678
Alvespimycin,cid5288674
Alvimopan,cid5488548
Alvocidib,cid5287969
Amantadine,cid2130
Ambrisentan,cid6918493
Amelubant,cid135564996
Amiloride,cid16231
Aminocaproic Acid,cid564
Aminophosphonic Acid-Guanylate Ester,cid135480785
Aminophylline,cid9433
Aminosalicylic Acid,cid4649
Amiodarone,cid2157
Amisulpride,cid2159
Amitifadine,cid11658655
Amitriptyline,cid2160
Amlexanox,cid2161
Amlodipine,cid2162
Amobarbital,cid2164
Amoxapine,cid2170
Amperozide,cid73333
Amphetamine,cid3007
Ampicillin,cid6249
Amrinone,cid3698
Amuvatinib,cid11282283
Amyl Nitrite,cid10026
Anagrelide,cid135409400
Anakinra,cid139595263
Anatibant,cid9831652
Andrographolide,cid5318517
Angiotensin II,cid172198
Aniracetam,cid2196
Anisotropine Methylbromide,cid657201
Antazoline,cid2200
Anthralin,cid2202
Antipyrine,cid2206
Antrafenine,cid68723
Apadenoson,cid9805430
Apalutamide,cid24872560
Apixaban,cid10182969
Apomorphine,cid6005
Apoptone,cid42611099
Apraclonidine,cid2216
Apremilast,cid11561674
Aprepitant,cid135413536
Aprindine,cid2218
Aprinocarsen,cid121493082
Aprobarbital,cid6464
Arachidonic Acid,cid444899
Aranidipine,cid2225
Arbaclofen,cid44602
Arbaclofen Placarbil,cid11281011
Arbutamine,cid60789
Arecoline,cid2230
Arformoterol,cid3083544
Arhalofenate,cid12082259
Arimoclomol,cid9568077
Aripiprazole,cid60795
Aripiprazole lauroxil,cid49831411
Armodafinil,cid9690109
Arotinoid acid,cid5289501
Arotinolol,cid2239
Arsenic trioxide,cid14888
Artenimol,cid11358077
Arzoxifene,cid179337
Asenapine,cid3036780
Asimadoline,cid179340
Asoprisnil,cid9577221
Aspartame,cid134601
Astaxanthin,cid5281224
Astemizole,cid2247
Atenolol,cid2249
Atiprimod,cid129869
Atl146e,cid9805430
Atomoxetine,cid54841
Atorvastatin,cid60823
Atosiban,cid5311010
Atropine,cid174174
Auranofin,cid24199313
Aurothioglucose,cid454937
Axitinib,cid6450551
Azacitidine,cid9444
Azatadine,cid19861
Azathioprine,cid2265
Azelastine,cid2267
Azelnidipine,cid65948
Azilsartan medoxomil,cid135409642
Azimilide,cid9571004
B-nonylglucoside,cid155448
BENZOTHIAZOLE,cid7222
"BENZYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE",cid22850133
BL-1020,cid11203271
BMS-564929,cid9882972
Baclofen,cid2284
Bafilomycin A1,cid6436223
Bafilomycin B1,cid6440917
Balanol,cid5287736
Balanol Analog 1,cid448326
Balanol Analog 2,cid5287747
Balanol Analog 8,cid448327
Balsalazide,cid54585
Bambuterol,cid54766
Barbital,cid2294
Barbituric acid derivative,cid3003157
Bardoxolone methyl,cid400769
Baricitinib,cid44205240
Barnidipine,cid443869
Batimastat,cid5362422
Bazedoxifene,cid154257
Becocalcidiol,cid5289547
Befunolol,cid2309
Belinostat,cid6918638
Bemiparin,cid772
Bendroflumethiazide,cid2315
Benidipine,cid656668
Benzamidine,cid2332
Benzatropine,cid1201549
Benzene Hexacarboxylic Acid,cid2334
Benzenesulfinic acid,cid12057
Benzonatate,cid7699
Benzophenone,cid3102
Benzphetamine,cid5311017
Benzquinamide,cid2342
Benzylsulfinic Acid,cid3311411
Bepotastine,cid164522
Bepridil,cid2351
Beraprost,cid5282428
Berberine,cid2353
Beta-(2-Naphthyl)-Alanine,cid185915
Beta-D-Glucopyranose Spirohydantoin,cid444185
Beta-D-Glucose,cid64689
Beta-Mercaptoethanol,cid1567
Betahistine,cid2366
Betaxolol,cid2369
Betazole,cid7741
Bethanechol,cid2370
Bethanidine,cid2368
Betrixaban,cid10275777
Bevantolol,cid2372
Bevasiranib,cid70695616
Bexarotene,cid82146
Bezafibrate,cid39042
Bicalutamide,cid2375
Bicifadine,cid47953
Bifeprunox,cid208951
Bilastine,cid185460
Biliverdine IX Alpha,cid5280353
Bimatoprost,cid5311027
Bimoclomol,cid9576891
Binimetinib,cid10288191
Binodenoson,cid9576912
Bioallethrin,cid15558638
Biotin,cid171548
Biperiden,cid2381
Biricodar dicitrate,cid9963148
"Bishydroxy[2h-1-Benzopyran-2-One,1,2-Benzopyrone]",cid17753965
Bisoprolol,cid2405
Bitolterol,cid35330
Blonanserin,cid125564
Boldenone,cid13308
Bopindolol,cid44112
Bosentan,cid104865
Bosutinib,cid5328940
Brasofensine,cid9554198
Brefeldin A,cid5287620
Bretylium,cid2431
Brexpiprazole,cid11978813
Brigatinib,cid68165256
Brimonidine,cid2435
Brivaracetam,cid9837243
Bromazepam,cid2441
Bromfenac,cid60726
Bromo-Willardiine,cid167842
Bromocriptine,cid31101
Bromodiphenhydramine,cid2444
Bromopride,cid2446
Brompheniramine,cid6834
Buclizine,cid6729
Bufexamac,cid2466
Bufuralol,cid71733
Bumetanide,cid2471
Bupivacaine,cid2474
Bupranolol,cid2475
Buprenorphine,cid644073
Bupropion,cid444
Buserelin,cid50225
Buspirone,cid2477
Butabarbital,cid2479
Butalbital,cid2481
Butamben,cid2482
Butethal,cid6473
Butorphanol,cid5361092
Butriptyline,cid21772
Butylscopolamine,cid160883
C-(1-Azido-Alpha-D-Glucopyranosyl) Formamide,cid46936631
C-(1-Hydrogyl-Beta-D-Glucopyranosyl) Formamide,cid447771
CA4P,cid100154
CARBOBENZYLOXY-(L)-LEUCINYL-(L)LEUCINYL METHOXYMETHYLKETONE,cid5289332
CDP323,cid23394557
CEP-1347,cid9917013
CHF 4227,cid9912639
CLX-0921,cid9958278
CNS-5161,cid192711
CP-122721,cid9821217
CP-526423,cid445383
CP-945598,cid10052040
CR665,cid25030387
CRA_10655,cid447480
CRA_8696,cid447476
CTA018,cid10672195
CVT-6883,cid11270783
CX516,cid148184
CX717,cid3323368
CYC116,cid6420138
"CYCLOHEXYLMETHYL-2,3-DIHYDROXY-5-METHYL-HEXYLAMIDE",cid5288373
CYT997,cid11351021
Cabazitaxel,cid9854073
Cabergoline,cid54746
Cabozantinib,cid25102847
Cacodylic acid,cid2513
Caffeine,cid2519
Calcidiol,cid5283731
Calcipotriol,cid5288783
Calcitriol,cid5280453
Calcium,cid5460341
Calcium Citrate,cid13136
Calcium Phosphate,cid24456
Calcium levulinate,cid11578
Caldaret,cid6433076
Calusterone,cid28204
Calyculin A,cid5311365
Camphor,cid2537
Candesartan,cid2541
Candesartan cilexetil,cid2540
Canertinib,cid156414
Canfosfamide,cid5312109
Cannabidiol,cid644019
Cannabidivarin,cid11601669
Cantharidin,cid5944
Capric acid,cid2969
Caprylic acid,cid379
Capsaicin,cid1548943
Captodiame,cid10240
Captopril,cid44093
Carba-Nicotinamide-Adenine-Dinucleotide,cid163884
Carbachol,cid5831
Carbamazepine,cid2554
Carbetocin,cid16681432
Carbinoxamine,cid2564
Carbocisteine,cid193653
Carboprost Tromethamine,cid5281074
Carboxyatractyloside,cid20055804
Carboxymethylcellulose,cid24748
Cardiolipin,cid75228679
Carfentanil,cid62156
Cariprazine,cid11154555
Carisoprodol,cid2576
Carphenazine,cid18104
Carprofen,cid2581
Carteolol,cid2583
Carvedilol,cid2585
Casopitant,cid9917021
Castor oil,cid14030006
Cediranib,cid9933475
Cefazolin,cid33255
Celecoxib,cid2662
Celiprolol,cid2663
Ceritinib,cid57379345
Cerivastatin,cid446156
Cerulenin,cid5282054
Ceruletide,cid16129675
Cetirizine,cid2678
Cetrorelix,cid25074887
Cevimeline,cid83898
Chlorcyclizine,cid2710
Chlordiazepoxide,cid2712
Chlormezanone,cid2717
Chloroprocaine,cid8612
Chloropyramine,cid25295
Chloroquine,cid2719
Chlorotrianisene,cid11289
Chlorphenamine,cid2725
Chlorpromazine,cid2726
Chlorpropamide,cid2727
Chlorprothixene,cid667467
Chlorzoxazone,cid2733
Cholecalciferol,cid5280795
Cholecystokinin,cid16129670
Cholesterol,cid5997
Cholesterol sulfate,cid65076
Choline,cid305
Choline magnesium trisalicylate,cid54682045
Choline salicylate,cid54686350
Chondroitin sulfate,cid24766
Cibacron Blue,cid172469
Ciclopirox,cid2749
Ciglitazone,cid2750
Cilnidipine,cid5282138
Cilomilast,cid151170
Cilostazol,cid2754
Cimetidine,cid2756
Cimicoxib,cid213053
Cinacalcet,cid156419
Cinchocaine,cid3025
Cinitapride,cid68867
Cinnarizine,cid1547484
Cinolazepam,cid3033621
Ciprofibrate,cid2763
Cirazoline,cid2765
"Cis-[4,5-Bis-(4-Bromophenyl)-2-(2-Ethoxy-4-Methoxyphenyl)-4,5-Dihydroimidazol-1-Yl]-[4-(2-Hydroxyethyl)Piperazin-1-Yl]Methanone",cid46936514
"Cis-[4,5-Bis-(4-Chlorophenyl)-2-(2-Isopropoxy-4-Methoxyphenyl)-4,5-Dihyd Roimidazol-1-Yl]-Piperazin-1-Yl-Methanone",cid46936901
Cisapride,cid6917698
Cisplatin,cid5702198
Citalopram,cid2771
Citric Acid,cid311
Cladribine,cid20279
Clemastine,cid26987
Clenbuterol,cid2783
Clevidipine,cid153994
Clidinium,cid2784
Clinofibrate,cid2787
Clobazam,cid2789
Clodronic Acid,cid25419
Clofedanol,cid2795
Clofibrate,cid2796
Clomifene,cid1548953
Clomipramine,cid2801
Clonazepam,cid2802
Clonidine,cid2803
Clorazepate,cid2809
Clotiazepam,cid2811
Clozapine,cid135398737
Cobimetinib,cid16222096
Cocaine,cid446220
Codeine,cid5284371
Coenzyme A,cid87642
Colchicine,cid6167
Colforsin,cid47936
"Compound 12, N-Acetyl-4-[(Carboxycarbonyl)(2-Carboxyphenyl)Amino]-N-Pentyl-1-Napthylalaniamide",cid46936228
Compound 19,cid46936438
Compound 4-D,cid448577
"Compound 5, 2-(Naphthalen-1-Yl-Oxalyl-Amino)-Benzoicacid",cid447411
Compound 9,cid447994
Conjugated estrogens,cid45357473
Contulakin-G,cid56928166
Copanlisib,cid135565596
Copper,cid23978
Corticorelin ovine triflutate,cid16132344
Corticosterone,cid5753
Corticotropin,cid16132265
"Cp403700, (S)-1-{2-[(5-Chloro-1h-Indole-2-Carbonyl)-Amino]-3-Phenyl-Propionyl}-Azetidine-3-Carboxylate",cid445459
Crisaborole,cid44591583
Crizotinib,cid11626560
Cromoglicic acid,cid2882
Cupric Chloride,cid24014
Curcumin,cid969516
Custirsen,cid56841794
Cyclandelate,cid2893
Cyclizine,cid6726
Cyclobenzaprine,cid2895
Cycloleucine,cid2901
Cyclopentolate,cid2905
Cyclosporine,cid5284373
Cyclothiazide,cid2910
Cycrimine,cid2911
Cyproheptadine,cid2913
Cyproterone acetate,cid9880
Cysteamine,cid6058
Cysteinesulfonic Acid,cid72886
Cytarabine,cid6253
Cytisine,cid10235
D-Myo-Inositol-Hexasulphate,cid65302
D-Serine,cid71077
D-alpha-Tocopherol acetate,cid86472
D-tartaric acid,cid439655
"DIETHYL (1R,2S,3R,4S)-5,6-BIS(4-HYDROXYPHENYL)-7-OXABICYCLO[2.2.1]HEPT-5-ENE-2,3-DICARBOXYLATE",cid24752837
DL-Methylephedrine,cid64782
DPI59,cid447531
Dabrafenib,cid44462760
Danazol,cid28417
Dantrolene,cid6914273
Dapiprazole,cid3033538
Dapoxetine,cid71353
Darglitazone,cid60870
Darifenacin,cid444031
Dasatinib,cid3062316
Dasotraline,cid9947999
Daxalipram,cid449190
Decamethonium,cid2968
Decitabine,cid451668
Deferoxamine,cid2973
Defibrotide,cid135565962
Demegestone,cid93057
Denibulin,cid11661758
Denufosol,cid9875516
Deoxycholic Acid,cid222528
Depatuxizumab mafodotin,cid86278355
Dequalinium,cid2993
Deramciclane,cid119590
Desflurane,cid42113
Desipramine,cid2995
Deslanoside,cid28620
Desloratadine,cid124087
Desmopressin,cid5311065
Desogestrel,cid40973
Desoxycorticosterone Pivalate,cid11876263
Desoxycorticosterone acetate,cid5952
Dexamethasone,cid5743
Dexanabinol,cid107778
Dexbrompheniramine,cid16960
Dexchlorpheniramine maleate,cid5281070
Dexfenfluramine,cid66265
Dexfosfoserine,cid68841
